"ï»¿Domain Code","Domain","Area Code (M49)","Year Code","Year","Item Code","Item","Months Code","Months","Element Code","Element","Unit","Value","data_reliability_flag","Flag Description","Note","CountryName","InflationSince2015","YoY_Food_Inflation"
CP,Consumer Price Indices,36,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,6125,Value,"",107.42264,I,Imputed value,base year is 2015,Australia,7.422640000000001,
CP,Consumer Price Indices,36,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,6125,Value,"",108.095233,A,Official figure,base year is 2015,Australia,8.095232999999993,
CP,Consumer Price Indices,36,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,6125,Value,"",108.287402,I,Imputed value,base year is 2015,Australia,8.287402,
CP,Consumer Price Indices,36,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,6125,Value,"",108.479571,I,Imputed value,base year is 2015,Australia,8.479571000000007,
CP,Consumer Price Indices,36,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,6125,Value,"",108.671741,A,Official figure,base year is 2015,Australia,8.671740999999997,
CP,Consumer Price Indices,36,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,6125,Value,"",108.543628,I,Imputed value,base year is 2015,Australia,8.543627999999998,
CP,Consumer Price Indices,36,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,6125,Value,"",108.415515,I,Imputed value,base year is 2015,Australia,8.415515,
CP,Consumer Price Indices,36,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,6125,Value,"",108.287402,A,Official figure,base year is 2015,Australia,8.287402,
CP,Consumer Price Indices,36,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,6125,Value,"",108.351459,I,Imputed value,base year is 2015,Australia,8.351459000000006,
CP,Consumer Price Indices,36,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,6125,Value,"",108.415515,I,Imputed value,base year is 2015,Australia,8.415515,
CP,Consumer Price Indices,36,2020,2020,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,6125,Value,"",108.479571,A,Official figure,base year is 2015,Australia,8.479571000000007,
CP,Consumer Price Indices,36,2021,2021,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,6125,Value,"",108.607684,I,Imputed value,base year is 2015,Australia,8.607684000000006,
CP,Consumer Price Indices,36,2021,2021,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,6125,Value,"",108.735797,I,Imputed value,base year is 2015,Australia,8.735797000000005,
CP,Consumer Price Indices,36,2021,2021,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,6125,Value,"",108.86391,A,Official figure,base year is 2015,Australia,8.863910000000004,
CP,Consumer Price Indices,36,2021,2021,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,6125,Value,"",109.056079,I,Imputed value,base year is 2015,Australia,9.056078999999997,
CP,Consumer Price Indices,36,2021,2021,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,6125,Value,"",109.248249,I,Imputed value,base year is 2015,Australia,9.248249000000001,
CP,Consumer Price Indices,36,2021,2021,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,6125,Value,"",109.440418,A,Official figure,base year is 2015,Australia,9.440417999999994,
CP,Consumer Price Indices,36,2021,2021,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,6125,Value,"",109.536503,I,Imputed value,base year is 2015,Australia,9.536502999999996,
CP,Consumer Price Indices,36,2021,2021,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,6125,Value,"",109.632587,I,Imputed value,base year is 2015,Australia,9.632587000000001,
CP,Consumer Price Indices,36,2021,2021,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,6125,Value,"",109.728672,A,Official figure,base year is 2015,Australia,9.728672000000003,
CP,Consumer Price Indices,36,2021,2021,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,6125,Value,"",109.984898,I,Imputed value,base year is 2015,Australia,9.984898000000001,
CP,Consumer Price Indices,36,2021,2021,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,6125,Value,"",110.241123,I,Imputed value,base year is 2015,Australia,10.241123000000002,
CP,Consumer Price Indices,36,2021,2021,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,6125,Value,"",110.497349,A,Official figure,base year is 2015,Australia,10.497349,
CP,Consumer Price Indices,36,2022,2022,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,6125,Value,"",111.522252,I,Imputed value,base year is 2015,Australia,11.522251999999995,
CP,Consumer Price Indices,36,2022,2022,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,6125,Value,"",112.547155,I,Imputed value,base year is 2015,Australia,12.547155000000004,
CP,Consumer Price Indices,36,2022,2022,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,6125,Value,"",113.572058,A,Official figure,base year is 2015,Australia,13.572057999999998,
CP,Consumer Price Indices,36,2022,2022,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,6125,Value,"",114.340735,I,Imputed value,base year is 2015,Australia,14.340734999999995,
CP,Consumer Price Indices,36,2022,2022,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,6125,Value,"",115.109412,I,Imputed value,base year is 2015,Australia,15.109412000000006,
CP,Consumer Price Indices,36,2022,2022,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,6125,Value,"",115.87809,A,Official figure,base year is 2015,Australia,15.87809,
CP,Consumer Price Indices,36,2022,2022,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,6125,Value,"",117.12719,I,Imputed value,base year is 2015,Australia,17.12719,
CP,Consumer Price Indices,36,2022,2022,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,6125,Value,"",118.376291,I,Imputed value,base year is 2015,Australia,18.376290999999995,
CP,Consumer Price Indices,36,2022,2022,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,6125,Value,"",119.625391,A,Official figure,base year is 2015,Australia,19.625390999999993,
CP,Consumer Price Indices,36,2022,2022,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,6125,Value,"",119.977701,I,Imputed value,base year is 2015,Australia,19.977700999999996,
CP,Consumer Price Indices,36,2022,2022,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,6125,Value,"",120.330012,I,Imputed value,base year is 2015,Australia,20.330011999999996,
CP,Consumer Price Indices,36,2022,2022,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,6125,Value,"",120.682322,A,Official figure,base year is 2015,Australia,20.682322,
CP,Consumer Price Indices,36,2023,2023,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,6125,Value,"",121.322886,I,Imputed value,base year is 2015,Australia,21.322885999999997,
CP,Consumer Price Indices,36,2023,2023,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,6125,Value,"",121.963451,I,Imputed value,base year is 2015,Australia,21.963451000000006,
CP,Consumer Price Indices,36,2023,2023,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,6125,Value,"",122.604015,A,Official figure,base year is 2015,Australia,22.604015000000004,
CP,Consumer Price Indices,36,2023,2023,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,6125,Value,"",123.276608,I,Imputed value,base year is 2015,Australia,23.276607999999996,
CP,Consumer Price Indices,36,2023,2023,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,6125,Value,"",123.9492,I,Imputed value,base year is 2015,Australia,23.949200000000005,
CP,Consumer Price Indices,36,2023,2023,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,6125,Value,"",124.621793,A,Official figure,base year is 2015,Australia,24.621792999999997,
CP,Consumer Price Indices,36,2023,2023,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,6125,Value,"",124.878019,I,Imputed value,base year is 2015,Australia,24.878018999999995,
CP,Consumer Price Indices,36,2023,2023,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,6125,Value,"",125.134244,I,Imputed value,base year is 2015,Australia,25.134243999999995,
CP,Consumer Price Indices,36,2023,2023,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,6125,Value,"",125.39047,A,Official figure,base year is 2015,Australia,25.390469999999993,
CP,Consumer Price Indices,36,2023,2023,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,6125,Value,"",125.614668,I,Imputed value,base year is 2015,Australia,25.614667999999995,
CP,Consumer Price Indices,36,2023,2023,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,6125,Value,"",125.838865,I,Imputed value,base year is 2015,Australia,25.838865,
CP,Consumer Price Indices,36,2023,2023,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,6125,Value,"",126.063063,A,Official figure,base year is 2015,Australia,26.063063,
CP,Consumer Price Indices,36,2024,2024,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,6125,Value,"",126.447401,I,Imputed value,base year is 2015,Australia,26.447401,
CP,Consumer Price Indices,36,2024,2024,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,6125,Value,"",126.83174,I,Imputed value,base year is 2015,Australia,26.831739999999996,
CP,Consumer Price Indices,36,2024,2024,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,6125,Value,"",127.216078,A,Official figure,base year is 2015,Australia,27.216077999999996,
CP,Consumer Price Indices,36,2024,2024,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,6125,Value,"",127.72853,I,Imputed value,base year is 2015,Australia,27.728530000000006,
CP,Consumer Price Indices,36,2024,2024,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,6125,Value,"",128.240981,I,Imputed value,base year is 2015,Australia,28.240981000000005,
CP,Consumer Price Indices,36,2024,2024,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,6125,Value,"",128.753433,A,Official figure,base year is 2015,Australia,28.753433,
CP,Consumer Price Indices,36,2024,2024,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,6125,Value,"",129.009659,I,Imputed value,base year is 2015,Australia,29.009659,
CP,Consumer Price Indices,36,2024,2024,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,6125,Value,"",129.265884,I,Imputed value,base year is 2015,Australia,29.265884,
CP,Consumer Price Indices,36,2024,2024,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,6125,Value,"",129.52211,A,Official figure,base year is 2015,Australia,29.522109999999998,
CP,Consumer Price Indices,36,2024,2024,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,6125,Value,"",129.618195,I,Imputed value,base year is 2015,Australia,29.618194999999986,
CP,Consumer Price Indices,36,2024,2024,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,6125,Value,"",129.714279,I,Imputed value,base year is 2015,Australia,29.714279000000005,
CP,Consumer Price Indices,36,2024,2024,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,6125,Value,"",129.810364,A,Official figure,base year is 2015,Australia,29.810363999999993,
CP,Consumer Price Indices,36,2025,2025,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,6125,Value,"",130.322816,I,Imputed value,base year is 2015,Australia,30.32281599999999,
CP,Consumer Price Indices,36,2025,2025,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,6125,Value,"",130.835267,I,Imputed value,base year is 2015,Australia,30.835266999999988,
CP,Consumer Price Indices,36,2025,2025,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,6125,Value,"",131.347718,A,Official figure,base year is 2015,Australia,31.347717999999986,
CP,Consumer Price Indices,36,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,6125,Value,"",99.065066,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,6125,Value,"",99.126982,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,6125,Value,"",99.188898,A,Official figure,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,6125,Value,"",99.405603,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,6125,Value,"",99.622307,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,6125,Value,"",99.839012,A,Official figure,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,6125,Value,"",99.993801,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,6125,Value,"",100.148591,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,6125,Value,"",100.30338,A,Official figure,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7010,October,6125,Value,"",100.427211,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7011,November,6125,Value,"",100.551042,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2015,2015,23012,"Consumer Prices, General Indices (2015 = 100)",7012,December,6125,Value,"",100.674874,A,Official figure,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,6125,Value,"",100.612958,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,6125,Value,"",100.551042,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,6125,Value,"",100.489127,A,Official figure,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,6125,Value,"",100.612958,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7005,May,6125,Value,"",100.736789,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7006,June,6125,Value,"",100.860621,A,Official figure,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7007,July,6125,Value,"",101.108283,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7008,August,6125,Value,"",101.355946,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7009,September,6125,Value,"",101.603609,A,Official figure,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7010,October,6125,Value,"",101.789356,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7011,November,6125,Value,"",101.975103,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2016,2016,23012,"Consumer Prices, General Indices (2015 = 100)",7012,December,6125,Value,"",102.16085,A,Official figure,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7001,January,6125,Value,"",102.315639,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7002,February,6125,Value,"",102.470428,I,Imputed value,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7003,March,6125,Value,"",102.625217,A,Official figure,base year is 2015,Australia,,
CP,Consumer Price Indices,36,2017,2017,23012,"Consumer Prices, General Indices (2015 = 100)",7004,April,6125,Value,"",102.687133,I,Imputed value,base year is 2015,Australia,,
